stratum,level,model,guesser_model,games,length_mean,length_median,length_min,length_sd,loss_rate,length_mean_wins,opponent_mean,opponent_sd,civilian_mean,civilian_sd,rounds,clue_count_mean,clue_count_sd,guesses_mean,guesses_sd,stop_early_rate,n_early_eligible,stop_late_rate,n_late_eligible
method,translate_pipeline,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,266,7.12781954887218,7.0,1,3.315859053914645,0.6278195488721805,8.98989898989899,3.1466165413533833,1.9457568298952053,2.736842105263158,1.6660641082236365,1896,2.8343881856540083,1.0527004826751358,1.7979957805907174,0.8140042021655273,0.0,1072,0.8343558282208589,163
method,translate_pipeline,meta-llama/llama-3.3-70b-instruct,openai/gpt-4o-mini,269,7.12639405204461,7.0,1,3.328810577228594,0.587360594795539,8.72972972972973,3.2267657992565058,1.9898691982863173,2.7063197026022303,1.7145114361161449,1917,2.7746478873239435,1.087182844911232,1.8591549295774648,0.821161860500641,0.005145797598627788,1166,0.8647058823529412,170
method,translate_pipeline,meta-llama/llama-3.3-70b-instruct,qwen/qwen3.5-9b,270,10.137037037037038,10.0,1,4.8000656863649995,0.7296296296296296,13.04109589041096,3.448148148148148,2.222539217374145,3.0703703703703704,1.9238891092511097,2737,2.8560467665327,1.0254941801890292,1.2937522835221045,0.5338755344412567,0.5229283990345938,1243,0.1388888888888889,72
method,translate_pipeline,openai/gpt-4o-mini,google/gemini-2.5-flash,258,7.0310077519379846,7.0,1,2.7571992344799314,0.3875968992248062,8.39240506329114,2.624031007751938,1.6905908157883078,2.317829457364341,1.496998273453987,1814,2.5711135611907387,0.9820019486441305,1.798787210584344,0.6506635977288298,0.08092485549132948,1211,0.06735751295336788,193
method,translate_pipeline,openai/gpt-4o-mini,meta-llama/llama-3.3-70b-instruct,254,7.145669291338582,7.0,1,3.64404882551931,0.610236220472441,9.424242424242424,3.12992125984252,2.0667828376787214,2.826771653543307,1.8376582804093202,1815,2.6820936639118456,1.0799281398561222,1.78732782369146,0.7737095953955292,0.0,1046,0.8758620689655172,145
method,translate_pipeline,openai/gpt-4o-mini,openai/gpt-4o-mini,258,6.841085271317829,7.0,1,2.861582713629252,0.5310077519379846,8.462809917355372,2.996124031007752,1.7873269000357686,2.6589147286821704,1.5656632911768236,1765,2.675354107648725,1.01154836964355,1.9008498583569404,0.7808829546711562,0.0017316017316017316,1155,0.8809523809523809,168
method,translate_pipeline,openai/gpt-4o-mini,qwen/qwen3.5-9b,259,10.583011583011583,11.0,1,4.92854572751815,0.7027027027027027,13.896103896103897,3.6486486486486487,2.2143182994123736,3.158301158301158,1.9514550847282726,2741,2.6176577891280552,0.9168546205684605,1.2911346224005837,0.5286239440339048,0.512539184952978,1276,0.17647058823529413,85
method,translate_pipeline,qwen/qwen3.5-9b,google/gemini-2.5-flash,256,7.70703125,8.0,1,3.7797330249894747,0.63671875,10.56989247311828,3.08984375,2.0645785723417136,2.765625,1.8299657127399735,1973,2.7298530157121137,1.2475151076848332,1.6381145463760771,0.6678709573530794,0.07984790874524715,1052,0.12751677852348994,149
method,translate_pipeline,qwen/qwen3.5-9b,meta-llama/llama-3.3-70b-instruct,253,7.462450592885376,8.0,1,4.066360878741624,0.7628458498023716,10.85,3.2885375494071147,2.258965171577885,2.9486166007905137,2.004293027211757,1888,2.844279661016949,1.2887796366931585,1.6514830508474576,0.8115083235057052,0.0,861,0.8918918918918919,148
method,translate_pipeline,qwen/qwen3.5-9b,openai/gpt-4o-mini,250,7.088,7.0,1,3.82344490266236,0.668,10.289156626506024,3.148,2.2094394062657248,2.732,1.9253581526729662,1772,2.825056433408578,1.291890943637352,1.7116252821670428,0.8285015077057316,0.0023121387283236996,865,0.9166666666666666,156
